48,2810.2896213531494,417192,267.078125
47,2528.390645980835,376268,271.4453125
60,6668.4136390686035,849540,330.703125
46,2442.5454139709473,357286,268.6875
50,3308.8977336883545,464376,271.328125
45,2299.7376918792725,328578,249.9296875
44,2220.0005054473877,315704,258.875
49,3080.2462100982666,431607,268.625
43,1989.699363708496,285104,247.359375
42,1906.7368507385254,271294,252.7421875
39,1559.8671436309814,214678,225.546875
41,1766.5026187896729,249854,244.21875
38,1502.164363861084,202814,230.7109375
40,1699.857473373413,240228,235.3828125
90,18764.239072799683,2751342,556.328125
37,1411.6873741149902,185020,232.8046875
36,1381.8247318267822,176924,219.3515625
33,1173.3574867248535,136312,193.8203125
32,1144.174337387085,130192,208.0234375
35,1270.9720134735107,158106,219.3984375
31,926.9838333129883,109937,205.578125
34,1231.5032482147217,149522,214.8046875
27,511.43717765808105,68331,158.2578125
30,833.6105346679688,100908,200.5546875
26,460.76488494873047,62572,193.7734375
29,694.9312686920166,87405,202.4921875
25,387.32409477233887,53867,193.443359375
24,358.1867218017578,50204,165.5078125
28,641.749382019043,81676,181.7890625
23,287.9328727722168,40952,144.125
21,219.62451934814453,30950,149.109375
22,257.71570205688477,36858,136.296875
20,204.12421226501465,28420,123.625
18,161.47541999816895,20522,136.03125
19,175.28223991394043,22918,87.09375
15,91.30215644836426,11093,109.2734375
17,146.14343643188477,17048,132.1484375
14,73.97699356079102,9256,92.1640625
13,50.10581016540527,6751,84.5546875
16,138.51356506347656,15520,83.2890625
12,42.327165603637695,5776,64.4375
9,18.182039260864258,2144,49.8984375
8,16.379117965698242,1760,45.0390625
11,28.24687957763672,3876,64.7109375
7,7.737398147583008,897,29.8046875
6,4.727840423583984,594,26.2890625
5,2.4738311767578125,278,19.4609375
4,1.8925666809082031,178,15.1328125
3,0.4703998565673828,43,8.4609375
2,0.19311904907226562,13,4.4453125
1,0.01621246337890625,0,0.5859375
10,23.16761016845703,3118,57.5390625
80,13393.134593963623,1969672,461.341796875
70,10328.500270843506,1336054,392.3203125
140,82515.34175872803,10932912,1087.984375
120,54096.47226333618,6939988,846.546875
100,26188.087701797485,3834136,631.5390625
200,210246.45066261292,31080540,2036.171875
180,141740.06247520447,22430396,1683.25
160,102207.54647254944,15938656,1365.3828125
500,3953245.6407546997,514194312,11891.8125
400,1614885.890007019,250057016,7676.7578125
300,706914.457321167,106589040,4396.6015625
