1,THREADS,8275930652
1,THREADS,8279132611
1,THREADS,8295921478
1,THREADS,8289750670
1,THREADS,8267980209
1,THREADS,8309288634
1,THREADS,8271093270
1,THREADS,8292199843
1,THREADS,8293957516
1,THREADS,8295571079
1,THREADS_X10,8224763886
1,THREADS_X10,8222508026
1,THREADS_X10,8219646177
1,THREADS_X10,8217642581
1,THREADS_X10,8212637303
1,THREADS_X10,8205739448
1,THREADS_X10,8207479689
1,THREADS_X10,8213349151
1,THREADS_X10,8223436000
1,THREADS_X10,8213427839
1,EVERY_PIXEL,8280890005
1,EVERY_PIXEL,8277829701
1,EVERY_PIXEL,8208887104
1,EVERY_PIXEL,8310328909
1,EVERY_PIXEL,8260179536
1,EVERY_PIXEL,8253127971
1,EVERY_PIXEL,8237692548
1,EVERY_PIXEL,8197046097
1,EVERY_PIXEL,8261519334
1,EVERY_PIXEL,8293876324
6,THREADS,1455577528
6,THREADS,1415088553
6,THREADS,1411609584
6,THREADS,1423596685
6,THREADS,1412043218
6,THREADS,1411396774
6,THREADS,1411325439
6,THREADS,1421560007
6,THREADS,1413342381
6,THREADS,1413243364
6,THREADS_X10,1415787797
6,THREADS_X10,1420839052
6,THREADS_X10,1420672408
6,THREADS_X10,1422657189
6,THREADS_X10,1421757207
6,THREADS_X10,1426906627
6,THREADS_X10,1429163168
6,THREADS_X10,1424151618
6,THREADS_X10,1431860679
6,THREADS_X10,1430115388
6,EVERY_PIXEL,1568729504
6,EVERY_PIXEL,1542651757
6,EVERY_PIXEL,1470961524
6,EVERY_PIXEL,1569303563
6,EVERY_PIXEL,1488702451
6,EVERY_PIXEL,1590354011
6,EVERY_PIXEL,1494807848
6,EVERY_PIXEL,1616276055
6,EVERY_PIXEL,1489543833
6,EVERY_PIXEL,1578331102
24,THREADS,825824772
24,THREADS,823555757
24,THREADS,776284474
24,THREADS,823571507
24,THREADS,797759229
24,THREADS,811175748
24,THREADS,821366072
24,THREADS,822562751
24,THREADS,792162980
24,THREADS,804271269
24,THREADS_X10,769931372
24,THREADS_X10,773449284
24,THREADS_X10,781272449
24,THREADS_X10,781620554
24,THREADS_X10,778486163
24,THREADS_X10,784743825
24,THREADS_X10,782745449
24,THREADS_X10,783720050
24,THREADS_X10,786793267
24,THREADS_X10,796026762
24,EVERY_PIXEL,1008851339
24,EVERY_PIXEL,959391902
24,EVERY_PIXEL,975485964
24,EVERY_PIXEL,981152625
24,EVERY_PIXEL,1007872158
24,EVERY_PIXEL,972148941
24,EVERY_PIXEL,891389502
24,EVERY_PIXEL,1053897890
24,EVERY_PIXEL,1002387058
24,EVERY_PIXEL,909521924
